,company,location,salary,summary,title,float_salary
211621,Students 2 Science,"East Hanover, NJ 07936","$75,000 - $85,000 a year","The sessions are Lead by scientists from the Students 2 Science Technology Center located in East Hanover, New Jersey....",Senior Instructor and Educational Specialist,80000.0
211636,Apex Life Sciences,"Kenilworth, NJ","$70,000 - $100,000 a year","The Engineer will work closely with R&D scientists to support laboratory infrastructure, lab modifications and new equipment installations....",Controls Engineer II,85000.0
211672,DEPARTMENT OF FINANCE,"Manhattan, NY","$70,286 - $80,829 a year","For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",Senior Modeler,75557.5
213931,Emerald Resource Group,"Cleveland, OH","$75,000 - $90,000 a year","Data Scientist - Predictive Analytics. Do you consider yourself a Data Scientist? Do you have a minimum of 3 years practical, on the job experience working with...",Data Scientist - Predictive Analytics,82500.0
213937,"Pacific Western Technologies, Ltd.","Cleveland, OH","$40,000 - $50,000 a year","Prepare task order work plans and cost estimates, prepare field oversight sampling plans, collect split site investigation data, assist the EPA RPMs with field...",Environmental Scientist/Engineer,45000.0
213942,ExchangeBase,"Rocky River, OH","$36,000 - $40,000 a year","Must love analyzing and applying data. Manage internal Library. As needed, assist Senior Buyers/Traders with any necessary data entry....",Research Analyst,38000.0
213970,Action Management Services,"Cleveland, OH","$68,000 a year",Assist in managing the external and internal reporting processes and help to ensure compliance with relevant accounting principles and procedures....,Accounting Research Analyst,68000.0
213979,Hunter International,"Beachwood, OH",$15 an hour,"The purpose of this position is to provide support to high level technicians, scientists and managers by performing a wide variety of technical and...",CONCRETE TESTER,31200.0
213990,Hunter International,"Beachwood, OH",$15 an hour,"The purpose of this position is to provide support to high level technicians, scientists and managers by performing a wide variety of technical and...",Laboratory Technician | Concrete Tester,31200.0
220229,"Kennedy Unlimited Inc, Professional Staffing","Portland, OR","$130,000 - $140,000 a year",4 plus years of current projects involving predictive analytics and hands-on machine learning techniques. Use your current research and analysis skills to apply...,Predictive Analytics (Machine Learning),135000.0
220246,Aroghia,"Portland, OR 97219 (Far Southwest area)",$60 - $80 a day,"Consultant who is a Big Data Scientist that specializes in Spark, AWS and Hive. You’ll;Design and implement distributed data processing pipelines using Spark,...",Data Scientist/Big Data,18200.0
220248,Oregon Health & Science University,"Portland, OR","$48,000 - $55,000 a year",It is essential that the person in this role have experience in comprehension of research protocols and knowledge of human subject regulations governing the...,OCTRI Navigator Assistant,51500.0
220255,Oregon Health & Science University,"Portland, OR","$32,000 - $40,000 a year",Oregon Health & Science University values a diverse and culturally competent workforce. Ability to manage diverse tasks....,Research Assistant 2,36000.0
220257,Oregon Health & Science University,"Portland, OR",$19.71 - $36.15 an hour,Bachelors degree with major courses in field of research (or RN or allied health professional) or 5 years of relevant experience....,Image Analyst (Research Associate),58094.4
220260,Portland General Electric,"Portland, OR 97204 (Downtown area)","$3,378 a month",Provide insights into customer electric power usage based on the analysis of interval meter data for various customer segments....,"Senior Analyst, Load Research (R17-196)",40536.0
220264,University of Portland,"Portland, OR","$55,000 - $65,000 a year",Effective and comfortable in learning and/or speaking about technical and scientific areas at level of proficiency required to manage programs at a school of...,Industry Relations Manager,60000.0
220268,Oregon Health & Science University,"Portland, OR","$47,484 a year",Ability to gain the confidence of other scientists and staff. Some of the additional responsibilities will include maintaining a high level of professional...,Postdoctoral Scholar,47484.0
220273,DiscoverOrg,"Vancouver, WA",$15 an hour,"Verify entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",Corporate Research Analyst,31200.0
220276,Staff Finders Technical Inc,"Hillsboro, OR",$70 an hour,"Bachelors in Computer Science or equivalent with 7 years of experience - preferred Masters in Computer Science, Math or Physics with 5 years of work experience ...",Subject Matter Expert/Artificial Intelligence,145600.0
220278,State of Washington,"Vancouver, WA","$5,351 - $7,815 a month","Manages FP regional work units consisting of District fish biologists and scientific technicians, and Hatchery complex managers and/or multi-complex operations...",Region 5 Regional Program Manager (WMS03) *03226-17,78996.0
220291,Portland Community College,"Portland, OR 97280 (Far Southwest area)","$51,897 - $89,991 a year",Instruct students in Medical Laboratory Technology using approved course outcome guides developed by college-wide subject area Faculty;...,"Instructor and Program Chair, Medical Lab Technology",70944.0
223389,"Pacific Market Research, LLC","Seattle, WA","$50,000 - $85,000 a year","We’re looking for a researcher who can work on all aspects of projects from writing sampling plans, researching subject matter, drafting questionnaires, helping...",Research Analyst,67500.0
223427,Cloudious LLC,"Redmond, WA","$100,000 - $150,000 a year","R, SQL Server , Power BI and AZURE ML. Interact with BI Engineering teams to get the relevant data needed for the building predictive model....",Data Scientist,125000.0
223472,University of Washington,"Seattle, WA","$2,387 - $3,152 a month",Clinical and applied laboratory research is a major mission of this department and its national ranking is in part because of outstanding research productivity...,OFFICE ASSISTANT 2,33234.0
223528,Unigen,"Seattle, WA 98121 (Belltown area)",$20 an hour,"Assist scientists in writing technical reports detailing procedures, outcomes, and observations. Participate in designing studies and setting the conditions and...",Research Associate,41600.0
223535,NxT Level,"Seattle, WA","$100,000 - $135,000 a year","We are looking for a passionate Data Scientists that are looking to deep dive into a Seattle, WA company that's growing exponentially....",Software Engineer - Machine Learning,117500.0
223540,King County,"Seattle, WA","$84,302 - $101,920 a year","Support project managers and managing engineers in building, maintaining and updating project schedules in accord with standards set forth by King County's...",Term Limited Temporary (TLT) Capital Projects Delivery Progr...,93111.0
223564,Curacloud corp,"Seattle, WA 98105 (Ravenna - U District area)","$60,000 - $70,000 a year",Powered by deep learning technology and big data from our clinical partners and research. She/He should be capable of utilizing basic and advanced lab...,Lab Technician,65000.0
223573,Green River Community College,"Auburn, WA","$55,000 a year","Manage the college's ad hoc data request process; All offers of employment are subject to background checks. Ensure accurate, on-time publishing of statistical...",Institutional Research Analyst,55000.0
223579,University of Washington Medical Center,"Seattle, WA","$4,319 - $6,371 a month","Trauma, Burn, Neurosciences, AIDS/STD CARER, and mentally- and medically- vulnerable populations.), Seattle Cancer Care Alliance, and many other clinical and...",MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE,64140.0
223583,ALLEN INSTITUTE,"Seattle, WA 98103 (Green Lake - Wallingford area)",$50 - $100 an hour,"So far, Open Ephys has mainly been developed by scientists, so it doesn't always adhere to the best possible coding standards....",Freelance C++ developer - DSP and graphics,156000.0
223601,University of Washington Medical Center,"Seattle, WA","$4,818 - $7,106 a month",A Bachelor's Degree in Medical Technology with a curriculum accredited by the Committee on Allied Health Education and Accreditation of the American Medical...,MEDICAL LABORATORY SCIENTIST 2,71544.0
223651,University of Washington Medical Center,"Seattle, WA","$4,319 - $6,371 a month","Trauma, Burn, Neurosciences, AIDS/STD CARER, and mentally- and medically- vulnerable populations.), Seattle Cancer Care Alliance, and many other clinical and...",MEDICAL LABORATORY SCIENTIST-TRAINEE OR 1,64140.0
